# Program:featureCounts v1.5.3; Command:"featureCounts" "-t" "exon" "-D" "1500" "-p" "--primary" "-T" "3" "-s" "1" "-a" "/Users/benayoun/Softwares/Genomes/mm10_genes.gtf" "-o" "2022-03-30_PeriMac_NIA_aging_CLEAN_counts.txt" "PeriMac_NIA_AC41_YF1_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YF2_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YF3_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YF4_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YF5_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OF1_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OF2_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OF3_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OF4_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OF5_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YM1_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YM2_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YM3_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YM4_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YM5_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OM1_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OM2_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OM3_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OM4_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OM5_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	PeriMac_NIA_AC41_YF1_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YF2_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YF3_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YF4_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YF5_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OF1_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OF2_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OF3_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OF4_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OF5_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YM1_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YM2_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YM3_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YM4_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YM5_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OM1_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OM2_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OM3_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OM4_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OM5_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam
4930405D11Rik	chr11;chr11;chr11	90804691;90823070;90894696	90804771;90823180;90895152	+;+;+	649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kif2b	chr11	91575286	91577555	-	2270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Car10	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	93099290;93185082;93304505;93490492;93578666;93582948;93597113;93599224;93600316	93100286;93185156;93304647;93490677;93578761;93583020;93597267;93599398;93601751	+;+;+;+;+;+;+;+;+	3336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Utp18	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	93859243;93860794;93861959;93866346;93868331;93869806;93870480;93875784;93876055;93877984;93880063;93882075;93883667;93885334	93860068;93860837;93862101;93866520;93868454;93869896;93870580;93875958;93876180;93878072;93880133;93882173;93883782;93885766	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2613	256	449	202	215	256	310	345	190	163	281	383	366	230	276	418	289	315	260	277	308
Mbtd1	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	93886219;93905159;93908804;93910283;93912376;93921367;93923146;93923791;93924425;93925667;93926222;93929614;93931813;93932220;93933881;93943775	93886416;93905358;93908937;93910406;93912458;93921484;93923280;93923879;93924659;93925722;93926326;93929761;93931895;93932454;93933958;93946984	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5231	518	515	473	392	550	448	540	378	280	586	538	541	447	410	673	453	430	418	463	392
Nme2	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	93949814;93949814;93951900;93951900;93952800;93952800;93955495;93955495;93955826	93950046;93950046;93952012;93952012;93952901;93952901;93955624;93955783;93956256	-;-;-;-;-;-;-;-;-	1168	1222	1401	695	720	1166	1240	1158	787	659	1217	1471	1154	861	760	1082	1408	1362	1274	1092	908
Nme1	chr11;chr11;chr11;chr11;chr11	93958925;93960668;93963227;93965808;93968221	93959513;93960780;93963328;93965937;93968521	-;-;-;-;-	1235	340	404	131	185	347	365	287	208	162	332	423	371	268	193	359	421	463	352	315	309
Spag9	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	93996091;93996091;93996091;94013623;94013623;94013623;94036600;94036600;94036600;94043572;94043572;94043572;94044205;94044205;94044205;94044205;94048408;94048408;94048408;94048408;94048408;94048408;94048408;94060258;94067893;94067893;94067893;94067893;94067893;94067893;94067893;94068936;94068936;94068936;94068936;94068936;94068936;94068936;94071565;94071565;94071565;94071565;94071565;94071565;94071565;94079199;94080740;94081340;94081340;94081340;94081340;94081340;94081340;94081340;94082760;94082760;94082760;94082760;94082760;94082760;94082760;94083948;94083948;94083948;94083948;94083948;94083948;94083948;94086247;94086247;94086247;94086247;94086247;94086247;94086247;94089599;94089599;94089599;94089599;94089599;94089599;94089599;94090558;94090558;94090558;94090558;94090558;94090558;94090558;94091764;94091764;94091764;94091764;94091764;94091764;94091764;94092338;94092338;94092338;94092338;94092338;94092338;94092338;94092815;94092815;94092815;94092815;94092815;94092815;94092815;94093487;94093487;94093487;94093487;94093487;94093487;94093487;94097218;94097218;94097218;94097218;94097218;94097218;94097218;94097681;94097681;94097681;94097681;94097681;94097681;94097681;94099027;94099027;94099027;94099027;94099027;94099027;94099027;94100107;94100107;94100107;94100107;94100107;94100107;94100107;94102091;94102091;94102091;94102091;94102091;94102091;94102091;94106634;94106634;94106634;94106634;94106634;94106634;94106634;94108455;94108455;94108455;94108455;94108455;94108455;94108455;94112033;94112033;94112033;94112033;94112033;94112033;94112033;94113263;94113263;94114173;94114173;94114173;94114173;94114173;94114173;94114173;94116730;94116730;94116730;94116730;94116730;94116730;94116730;94122722;94122722;94122722;94122722;94122722;94122722;94122722	93996573;93996573;93996573;94013743;94013743;94013743;94036670;94036670;94036670;94043666;94043666;94043666;94044525;94044525;94044525;94044525;94048558;94048558;94048558;94048558;94048558;94048558;94048558;94060299;94068100;94068100;94068100;94068100;94068100;94068100;94068100;94069035;94069035;94069035;94069035;94069035;94069035;94069035;94071686;94071686;94071686;94071686;94071686;94071686;94071686;94079210;94080754;94081397;94081397;94081397;94081397;94081397;94081397;94081397;94082912;94082912;94082912;94082912;94082912;94082912;94082912;94083999;94083999;94083999;94083999;94083999;94083999;94083999;94086377;94086377;94086377;94086377;94086377;94086377;94086377;94089655;94089655;94089655;94089655;94089655;94089655;94089655;94090731;94090731;94090731;94090731;94090731;94090731;94090731;94091893;94091893;94091893;94091893;94091893;94091893;94091893;94092427;94092427;94092427;94092427;94092427;94092427;94092427;94092982;94092982;94092982;94092982;94092982;94092982;94092982;94093658;94093658;94093658;94093658;94093658;94093658;94093658;94097436;94097436;94097436;94097436;94097436;94097436;94097436;94097876;94097876;94097876;94097876;94097876;94097876;94097876;94099152;94099152;94099152;94099152;94099152;94099152;94099152;94100187;94100187;94100187;94100187;94100187;94100187;94100187;94102158;94102158;94102158;94102158;94102158;94102158;94102158;94106782;94106782;94106782;94106782;94106782;94106782;94106782;94108626;94108626;94108626;94108626;94108626;94108626;94108626;94112146;94112146;94112146;94112146;94112146;94112146;94112146;94113301;94113301;94114349;94114349;94114349;94114349;94114349;94114349;94114349;94116879;94116879;94116879;94116879;94116879;94116879;94116879;94126082;94126082;94126082;94126082;94126082;94126082;94126082	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7778	3812	3983	2859	2727	3401	3571	4263	2826	1766	4027	4144	3863	3124	3088	4347	3485	3337	3244	3257	2966
Tob1	chr11;chr11	94211454;94213486	94211731;94215492	+;+	2285	333	345	222	249	256	274	298	240	155	293	361	333	253	202	319	286	334	449	304	171
Wfikkn2	chr11;chr11	94235952;94242355	94239118;94242579	-;-	3392	0	0	1	1	1	2	1	0	0	0	0	0	0	0	0	6	0	1	1	1
Luc7l3	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	94291139;94293138;94295920;94296884;94297759;94299956;94301505;94303842;94306186;94309625;94321690	94293032;94293278;94296080;94297167;94297920;94300060;94301579;94303986;94306225;94309691;94321911	-;-;-;-;-;-;-;-;-;-;-	3296	1905	2858	1720	1714	2105	1952	2579	1749	1186	2704	2164	2085	1668	1851	2876	1913	2029	1458	1782	1918
Ankrd40	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	94328001;94328001;94333901;94333901;94334428;94334428;94338340;94338340;94339240;94339553	94328387;94328387;94334049;94334049;94334907;94334907;94338521;94338521;94339509;94341847	+;+;+;+;+;+;+;+;+;+	3763	1035	1140	683	610	818	942	1136	760	576	1040	1122	933	797	689	891	1006	991	954	768	796
Abcc3	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	94343295;94345947;94350936;94351799;94352080;94355013;94356973;94357207;94358752;94359241;94359527;94359829;94361172;94361650;94363433;94363697;94364042;94364352;94364773;94365026;94367590;94368181;94368441;94371619;94372873;94373627;94373909;94374722;94375067;94375541;94392871	94343775;94346141;94351102;94351957;94352226;94355114;94357099;94357406;94359062;94359448;94359674;94359940;94361349;94361817;94363609;94363823;94364108;94364439;94364919;94365229;94367682;94368342;94368618;94371807;94373004;94373688;94374034;94374859;94375192;94375717;94392976	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5002	2271	1268	1272	1136	1409	1902	2403	1586	1102	1975	1713	1788	1399	1310	1579	2085	2068	834	1516	671
Cacna1g	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	94408391;94408391;94408391;94408391;94411031;94411031;94411031;94411031;94411439;94411439;94411439;94411439;94415743;94415743;94415743;94415743;94416406;94416406;94416406;94416406;94416626;94416626;94416626;94416626;94416841;94416841;94416841;94416841;94417155;94417155;94417155;94417155;94418031;94418031;94418031;94418031;94418819;94418819;94418819;94418819;94423671;94423671;94423671;94423671;94425764;94425764;94425785;94425785;94426417;94426417;94426417;94426417;94427381;94427381;94427381;94427381;94429050;94429050;94429050;94429050;94430095;94430095;94430095;94430095;94430446;94430446;94430446;94430446;94432459;94432459;94432459;94432459;94432694;94432694;94432694;94432694;94433701;94433701;94433701;94433701;94437829;94437829;94437829;94437829;94438105;94438105;94438105;94438105;94439709;94442730;94442730;94442730;94442730;94442965;94442965;94442965;94442965;94443175;94443175;94443175;94443175;94444027;94444027;94444027;94444027;94456960;94456960;94456960;94456960;94459094;94459094;94459094;94459094;94461893;94461893;94461893;94461893;94462151;94462151;94462151;94462151;94463342;94463342;94463342;94463342;94465399;94465399;94465399;94465399;94465821;94465821;94465821;94465821;94466116;94466116;94466116;94466116;94473376;94473376;94473376;94473376	94409876;94409876;94409876;94409876;94411200;94411200;94411200;94411200;94411616;94411616;94411616;94411616;94416099;94416099;94416099;94416099;94416527;94416527;94416527;94416527;94416704;94416704;94416704;94416704;94416911;94416911;94416911;94416911;94417288;94417288;94417288;94417288;94418140;94418140;94418140;94418140;94418970;94418970;94418970;94418970;94423724;94423724;94423724;94423724;94425977;94425977;94425977;94425977;94426506;94426506;94426506;94426506;94427506;94427506;94427506;94427506;94429176;94429176;94429176;94429176;94430279;94430279;94430279;94430279;94430514;94430514;94430514;94430514;94432582;94432582;94432582;94432582;94432794;94432794;94432794;94432794;94434132;94434132;94434132;94434132;94438025;94438025;94438025;94438025;94438189;94438189;94438189;94438189;94439777;94442885;94442885;94442885;94442885;94443079;94443079;94443079;94443079;94443360;94443360;94443360;94443360;94444178;94444178;94444178;94444178;94457336;94457336;94457336;94457336;94459877;94459826;94459877;94459877;94461985;94461985;94461985;94461985;94462451;94462451;94462451;94462451;94463501;94463501;94463501;94463501;94465496;94465496;94465496;94465496;94465954;94465954;94465954;94465954;94466227;94466227;94466227;94466227;94474198;94474198;94474198;94474198	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8223	0	0	0	0	0	2	0	0	2	1	0	0	0	0	0	1	2	0	0	1
Spata20	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	94478904;94479439;94480416;94481623;94482090;94482504;94482779;94483086;94483381;94483583;94483949;94484268;94484487;94484754;94484917;94485210	94479266;94479519;94480615;94481834;94482258;94482696;94482988;94483160;94483485;94483713;94484150;94484411;94484641;94484818;94485099;94485310	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epn3	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	94489599;94491571;94491909;94492166;94492862;94493773;94494093;94494934;94496002;94499693	94491479;94491804;94492025;94492435;94492949;94493904;94494173;94495052;94496681;94499974	-;-;-;-;-;-;-;-;-;-	3884	1	0	1	1	0	0	0	1	6	0	0	0	0	0	0	1	0	0	1	0
Mycbpap	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	94501347;94503126;94503471;94504050;94504873;94505425;94506376;94507547;94508104;94509243;94509757;94509959;94511625;94512228;94512591;94513518;94513782;94514528;94521400	94501520;94503296;94503616;94504165;94504994;94505814;94506522;94507734;94508293;94509354;94509872;94510074;94511766;94512343;94512777;94513621;94513941;94514655;94521502	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2928	7	10	4	0	5	7	4	4	5	9	3	3	2	11	10	9	5	18	2	6
Rsad1	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	94539798;94542881;94543294;94543555;94544105;94544420;94548159;94548471;94548983	94542647;94542984;94543348;94543702;94544168;94544785;94548363;94548604;94549207	-;-;-;-;-;-;-;-;-	4151	120	145	96	59	86	123	110	83	49	91	132	114	83	115	127	111	119	90	102	61
Acsf2	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	94557102;94558640;94558865;94559463;94561240;94562811;94569310;94569941;94570303;94570614;94571271;94571562;94572226;94572522;94573033;94601643	94558357;94558708;94558975;94559604;94561391;94562918;94569386;94570032;94570460;94570709;94571436;94571680;94572279;94572650;94573228;94601786	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3069	696	597	341	298	300	486	550	382	302	458	449	402	306	375	414	576	532	627	411	288
Chad	chr11;chr11;chr11;chr11	94565074;94567798;94568209;94568580	94565868;94567961;94568354;94569127	+;+;+;+	1653	3	1	8	1	2	0	1	0	1	1	1	1	1	2	2	1	3	0	3	1
Lrrc59	chr11;chr11;chr11;chr11;chr11;chr11;chr11	94629824;94632081;94634545;94634912;94638531;94641220;94643294	94630109;94632140;94634703;94635016;94638603;94641393;94645216	+;+;+;+;+;+;+	2780	1508	2168	855	802	1104	1679	1342	807	720	1270	2025	1494	1090	997	1342	1904	1602	1543	1274	1433
Eme1	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	94645002;94645816;94647291;94647628;94647944;94648143;94650008;94650223;94653696	94645605;94646005;94647406;94647748;94648062;94648229;94650138;94651023;94653754	-;-;-;-;-;-;-;-;-	2228	35	43	20	11	11	54	17	18	15	37	80	52	33	21	23	53	42	20	29	56
Mrpl27	chr11;chr11;chr11;chr11	94653791;94656487;94656983;94659609	94653841;94656618;94657050;94660087	+;+;+;+	730	170	173	109	111	120	211	179	105	68	199	189	156	106	106	144	185	161	170	153	107
Xylt2	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	94663847;94666198;94667099;94667584;94668061;94668325;94668727;94669441;94669907;94670308;94677273	94664909;94666531;94667294;94667846;94668237;94668541;94668807;94669643;94670082;94670800;94677493	-;-;-;-;-;-;-;-;-;-;-	3424	559	463	319	331	374	399	459	319	183	348	492	345	306	328	393	466	397	364	368	274
Gm11541	chr11;chr11	94694498;94704082	94695760;94704499	-;-	1681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm11545	chr11;chr11;chr11;chr11;chr11	94755136;94757362;94757697;94758275;94760831	94757155;94757560;94757795;94758297;94761182	-;-;-;-;-	2693	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	15	0	0
Tmem92	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	94777217;94777217;94778917;94779061;94779256;94779256;94779826;94779826;94782355;94782355	94778748;94778748;94779115;94779115;94779339;94779339;94779848;94779848;94782703;94782703	-;-;-;-;-;-;-;-;-;-	2187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm11544	chr11;chr11;chr11;chr11;chr11	94844831;94845709;94846041;94846616;94849245	94845538;94845901;94846124;94846638;94849593	-;-;-;-;-	1357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Col1a1	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	94936270;94937910;94938227;94938378;94938504;94939391;94939697;94939904;94940118;94940545;94940718;94941102;94941237;94941380;94941547;94941728;94942016;94942204;94942342;94942560;94942795;94943006;94943343;94943590;94943733;94944355;94944598;94944752;94944914;94945368;94945500;94945811;94946275;94946574;94946776;94947074;94947270;94947434;94947618;94947883;94948332;94948543;94948706;94949181;94949356;94949720;94950097;94950291;94950709;94951101;94951473	94936444;94938104;94938258;94938413;94938605;94939459;94939741;94939957;94940171;94940598;94940771;94941155;94941281;94941433;94941591;94941781;94942114;94942248;94942440;94942613;94942902;94943059;94943441;94943643;94943831;94944408;94944651;94944805;94944967;94945412;94945598;94945918;94946382;94946627;94946829;94947181;94947323;94947487;94947779;94947990;94948439;94948596;94948813;94949234;94949463;94949773;94950204;94950573;94950899;94951343;94951856	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4698	21	8	3	5	9	15	16	15	6	3	7	6	6	6	4	9	22	0	10	6
Sgca	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	94962777;94963202;94969059;94969354;94970671;94971241;94971970;94972214;94972492;94973402;94976115	94963080;94963399;94969085;94969562;94970833;94971439;94972042;94972368;94972611;94973478;94976327	-;-;-;-;-;-;-;-;-;-;-	1738	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
Hils1	chr11	94967593	94968456	+	864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1r9b	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	94991212;94996535;94997994;95000207;95001219;95001842;95002079;95004561;95005021;95005305	94992918;94996667;94998114;95000311;95001354;95001994;95002132;95004790;95005117;95006898	+;+;+;+;+;+;+;+;+;+	4330	5099	5493	3342	3265	3645	4607	4452	3297	2571	4352	5025	3863	3286	3014	4263	5015	4477	5223	3851	2954
Samd14	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	95009879;95014352;95019361;95019930;95021198;95021386;95021549;95023259;95023460;95024578	95010576;95014406;95019527;95020218;95021285;95021460;95021708;95023378;95023615;95026087	+;+;+;+;+;+;+;+;+;+	3318	6	13	9	4	7	12	6	7	8	9	4	6	3	7	5	9	9	8	3	2
Pdk2	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	95026258;95027865;95028479;95028698;95028922;95029654;95029917;95031836;95032465;95039349;95041139	95027322;95027978;95028586;95028796;95028998;95029731;95030006;95032020;95032536;95039490;95041371	-;-;-;-;-;-;-;-;-;-;-	2263	236	175	173	166	205	180	230	191	127	232	234	205	180	204	233	271	216	274	183	160
